,Icon,Company,Ratings,Reviews,Salaries,Jobs,Location,Company Size,Industry,Description
87,https://media.glassdoor.com/sql/694833/jio-squarelogo-1554224362714.png,Jio,3.6,6.1T,7.2T,35,25 office locations,5001 to 10000 Employees,"Cable, Internet & Telephone Providers","India is a young nation with 63% of its population under the age of 35 years. It has a fast growing digital audience with 800 million mobile connections and over 200 million internet users. Reliance thoroughly believes in India’s potential to lead the world with its capabilities in innovation. Towards that end, Reliance envisages creation of a digital revolution in India.

Reliance Jio aims to enable this transformation by creating not just a cutting-edge voice and broadband network, but also a powerful ecosystem on which a range of rich digital services will be enabled – a unique green-field opportunity.

The three-pronged focus on broadband networks, affordable smartphones and the availability of rich content and applications has enabled Jio to create an integrated business strategy from the very beginning, and today, Jio is capable of offering a unique combination of telecom, high speed data, digital commerce, media and payment services."
88,https://media.glassdoor.com/sql/25705/sutherland-squareLogo-1645126188224.png,Sutherland,3.8,9.2T,3.7T,83,30 office locations,10000+ Employees,HR Consulting,"Sutherland is an experience-led digital transformation company. ​

Our mission is to deliver exceptionally designed and engineered experiences for customers and employees. ​
For over 35 years, we have cared for our client's customers, delivering measurable results and accelerating growth. ​ Our proprietary, AI-based products and platforms are built using robust IP and automation. ​

We are a team of global professionals, operationally effective, culturally meshed, and committed to our clients and to one another. ​

We call it One Sutherland.​"
89,https://media.glassdoor.com/sql/10342/bnp-paribas-squarelogo.png,BNP Paribas,3.8,14.6T,2.1T,4.8T,26 office locations,10000+ Employees,Banking & Lending,"With about 18,000 new contracts worldwide in 2014, BNP Paribas maintains its position of a large-scale employer on the market.  

Whether across Europe or around the globe, BNP Paribas provides clients with the banking solutions they need to achieve their goals. Our employees deliver tailored services to retail clients, entrepreneurs, SMEs, large corporates, institutional investors, and non-profit organisations. BNP Paribas is a leading banking and financial services provider, with strong positions in its 2 core businesses: Retail Banking &amp; Services and Corporate &amp; Institutional Banking."
90,https://media.glassdoor.com/sql/226240/axis-bank-squareLogo-1631015171227.png,Axis Bank,3.7,6.9T,7.3T,13,25 office locations,10000+ Employees,Banking & Lending,"Axis Bank is the third largest private sector bank in India. The Bank offers the entire spectrum of financial services to customer segments covering Large and Mid-Corporates, MSME, Agriculture and Retail Businesses.

The Bank has a large footprint of 4,758 domestic branches (including extension counters) with 10,990 ATMs & 5,972 cash recyclers spread across the country as of 31st March 2022. The Bank has 6 Axis Virtual Centers with over 1,500 Virtual Relationship Managers as of 31st March 2022. The Overseas operations of the Bank are spread over eight international offices with branches in Singapore, Dubai (at DIFC), and Gift City-IBU; representative offices in Dhaka, Dubai, Abu Dhabi, Sharjah and an overseas subsidiary in London, UK. The international offices focus on Corporate Lending, Trade Finance, Syndication, Investment Banking, Liability Businesses, and Private Banking/Wealth Management offerings.

Axis Bank is one of the first new generation private sector banks to have begun operations in 1994. The Bank was promoted in 1993, jointly by Specified Undertaking of Unit Trust of India (SUUTI) (then known as Unit Trust of India), Life Insurance Corporation of India (LIC), General Insurance Corporation of India (GIC), National Insurance Company Ltd., The New India Assurance Company Ltd., The Oriental Insurance Company Ltd., and United India Insurance Company Ltd. The shareholding of Unit Trust of India was subsequently transferred to SUUTI, an entity established in 2003.

With a balance sheet size of Rs. 11,75,178 crores as on 31st March 2022, Axis Bank has achieved consistent growth and with a 5-year CAGR (2016-17 to 2021-22) of 14% each in Total Assets & Advances and 15% in Deposits."
91,https://media.glassdoor.com/sql/3419/ubs-squarelogo-1434957245221.png,UBS,3.9,14.1T,1.9T,942,19 office locations,10000+ Employees,Investment & Asset Management,"From gaining new experiences in different roles to acquiring fresh knowledge and skills – at UBS we believe that you should never stop growing and learning because life never stops teaching. We know that it's our people – with their unique backgrounds, skills, experience levels and interests – who drive our ongoing success. Ready to be part of #teamUBS and make an impact? Find out more at ubs.com/careers.  

 

UBS works with individuals, families, institutions, and corporations around the world to help answer some of life's questions – whether through award winning wealth management advisory, investment banking and asset management expertise, or private and corporate banking services in Switzerland. In June 2023, Credit Suisse became a UBS Group company. 

 

We have a presence in all major financial centers in more than 50 countries. Although we all come from different backgrounds and specializations, two things unite us: the conviction that we’re stronger together, and the will and curiosity to constantly innovate. That’s the key to us unlocking our full potential (and what we look for in everyone who joins us). It’s also why we’re regularly recognized as an attractive employer (https://www.ubs.com/awards)."
92,https://media.glassdoor.com/sql/3513/unilever-squarelogo-1702514404450.png,Unilever,4.1,16T,1.8T,985,25 office locations,10000+ Employees,Consumer Product Manufacturing,No Info
93,https://media.glassdoor.com/sql/10052/reliance-industries-squarelogo.png,Reliance Industries,3.9,6.5T,6.9T,55,25 office locations,10000+ Employees,Energy & Utilities,"RIL is India’s largest private sector company, with a consolidated turnover of INR 622,809 crore ($90.1 billion), cash profit of INR 64,478 Crore ($9.3 billion), and net profit of INR 39,588 crore ($5.7 billion) for the year ended March 31, 2019. 
Our motto “Growth is Life” aptly captures the ever-evolving spirit of Reliance. Our activities span hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail, and telecommunications. In each of these areas, we are committed to innovation-led, exponential growth. Our vision has pushed us to achieve global leadership in many of our businesses – including our position as the largest polyester yarn and fiber producer in the world. 
RIL is the topmost ranked company from India to feature in Fortune’s Global 500 list of ‘World’s Largest Corporations’ – currently ranking 106th in terms of both revenues and profits. The company stands 71st in the ‘Forbes Global 2000’ rankings for 2019 – top-most among Indian companies. It ranks 10th among LinkedIn’s ‘The Best Companies to Work For In India’ (2019)."
94,https://media.glassdoor.com/sql/23009/globallogic-squarelogo-1415737238658.png,GlobalLogic,3.8,6.9T,4.9T,662,49 office locations,10000+ Employees,Information Technology Support Services,"GlobalLogic is a full-lifecycle product development services leader that combines deep domain expertise and cross-industry experience to connect makers with markets worldwide. Using insight gained from working on innovative products and disruptive technologies, we collaborate with customers to show them how strategic research and development can become a tool for managing their future. We build partnerships with market-defining business and technology leaders who want to make amazing products, discover new revenue opportunities, and accelerate time-to-market."
95,https://media.glassdoor.com/sql/300494/flipkart-com-squarelogo-1433217726546.png,Flipkart,4.0,5.4T,7.4T,109,10 office locations,10000+ Employees,Internet & Web Services,"The Flipkart Group is one of India’s leading digital commerce entities and includes group companies Flipkart, Myntra, Flipkart Wholesale, Flipkart Health+, and Cleartrip. Started in 2007, Flipkart has enabled millions of sellers, merchants, and small businesses to participate in India's digital commerce revolution. With a registered customer base of more than 450 million, Flipkart's marketplace offers over 150 million products across 80+ categories. Today, there are over 14 lakh sellers on the platform, including Shopsy sellers. With a focus on empowering and delighting every Indian by delivering value through technology and innovation, Flipkart has created lakhs of jobs in the ecosystem while empowering generations of entrepreneurs and MSMEs. Flipkart is known for pioneering services such as Cash on Delivery, No Cost EMI and easy returns, which are customer-centric innovations that have made online shopping more accessible and affordable for millions of Indians.

At Flipkart, our promise to every Flipster is - getting an opportunity to leave a mark and create their own legacy, the freedom to experiment, learn and grow, work with the industry’s brightest minds as part of a diverse team and we will extend our culture of care to them to ensure that they can focus on doing their best work.
 
Driven by audacity, bias for action, customer first, integrity and inclusion – Flipsters have pioneered solutions that have transformed digital commerce in India. 
 
We understand that your own aspirations and journeys are unique. So you choose what you want to maximise, and we provide you the platform for it. Because when you maximise, we maximise. Explore opportunities at www.flipkartcareers.com."
96,https://media.glassdoor.com/sql/5833/shell-squarelogo-1531512328109.png,Shell,4.1,13.8T,2.2T,717,31 office locations,10000+ Employees,Energy & Utilities,"Shell is an international energy company with expertise in the exploration, production, refining and marketing of oil and natural gas, and the manufacturing and marketing of chemicals.

We use advanced technologies and take an innovative approach to help build a sustainable energy future. We invest in power, including from renewable sources such as wind and solar. We also invest in electric vehicle charging and low-carbon fuels for transport, such as advanced biofuels and hydrogen.

Together at Shell, we are transitioning to become a net-zero emissions business while providing the energy that people around the world need today.

Working with experienced colleagues on this important challenge, you’ll have the opportunity to develop the skills you need to grow, in an environment where we value honesty, integrity and respect for one another.

At Shell, you progress as we tackle the energy challenge together."
97,https://media.glassdoor.com/sql/16694/first-student-squareLogo-1655403895330.png,First Student,3.9,4.4T,8T,1.2T,26 office locations,10000+ Employees,Taxi & Car Services,"First Student knows that a student's first assignment is to get to school, safely and on time. Together, First Student and sister company FirstCanada transport about five million students to and from their classrooms every day via a fleet of some 44,000 buses. As North America's #1 school bus business, they operate from a network of 500-plus locations, spanning 39 states in the US and seven provinces in Canada. In addition to transportation, the company offers a slew of ancillary services, including preventative maintenance, fuel (its storage and purchase), route optimization, used bus sales, and more. First Student is a subsidiary of FirstGroup America, which is a unit of UK bus and train operator FirstGroup."
98,https://media.glassdoor.com/sql/37901/exl-service-squareLogo-1632214666867.png,EXL Service,3.7,6T,5.6T,2T,33 office locations,10000+ Employees,Business Consulting,"EXL is a global analytics and digital solutions company that partners with clients to improve business outcomes and unlock growth. Bringing together deep domain expertise with robust data, powerful analytics, cloud, and AI, we create agile, scalable solutions and execute complex operations for the world’s leading corporations in industries including insurance, healthcare, banking and financial services, media, and retail, among others. Focused on driving faster decision-making and transforming operating models, EXL was founded on the core values of innovation, collaboration, excellence, integrity and respect. Headquartered in New York, our team is over 34,000 strong, with more than 50 offices spanning six continents."
99,https://media.glassdoor.com/sql/263/ford-motor-company-squareLogo-1685656516785.png,Ford Motor Company,4.0,13.7T,2T,2.4T,26 office locations,10000+ Employees,Transportation Equipment Manufacturing,"Ford is a family company, one that spans the globe and has shared ideals. We value service to each other and the world as much as to our customers. Generations have made their memories with us and included us in their hopes and dreams. After 117 years, we’re used to adapting to and leading change. That’s why we’re evolving to focus on services, experiences and software as well as vehicles."
